k,mst_D_rmspe,mst_D_adjr2,mst_D_avgpe,mst_S_rmspe,mst_S_adjr2,mst_S_avgpe,ms_D_rmspe,ms_D_adjr2,ms_D_avgpe,ms_S_rmspe,ms_S_adjr2,ms_S_avgpe
1,0.43859536240571395,0.9355718325998172,0.043748522857153804,0.3523547208496328,0.9480931806112225,0.03574467246456969,0.8012876834081336,0.15091131669741464,0.009306318978768949,0.281844548139529,0.9191007780037166,0.04166754074941991
