k,mst_D_rmspe,mst_D_adjr2,mst_S_rmspe,mst_S_adjr2,ms_D_rmspe,ms_D_adjr2,ms_S_rmspe,ms_S_adjr2
1,0.43859536240571395,0.9355718325998172,0.3523547208496328,0.9480931806112225,0.40102619192982525,0.5166229274618995,0.33548484075850277,0.8658604809506814
2,0.4133570420570782,0.9423262580241043,0.3359170461059498,0.9524546493154454,0.34127646104778686,0.647196422411942,0.3289234568914389,0.8700487756573086
