,Full,D,S
1,0.7335567696676525,0.7649119986322732,0.7033165561315557
2,0.10579527155964415,0.09822163760833486,0.1225495732101969
3,0.042505855857052376,0.04383341521658986,0.04591793599849485
4,0.0346375188538772,0.02953482861146954,0.03359411882161219
5,0.014811962503720213,0.01563357605599977,0.016825300898230075
6,0.007938814866226433,0.008241925277598492,0.010781302856509259
