k,mst_D_rmspe,mst_D_adjr2,mst_S_rmspe,mst_S_adjr2,ms_D_rmspe,ms_D_adjr2,ms_S_rmspe,ms_S_adjr2
1,0.006488067696290353,0.6855823153319489,0.0058404350884628375,0.8556400280182936,0.005570654648295372,0.30952908121244094,0.005809475107072761,0.6972178574975206
